49, 10, 2019-01-02, 2020-03-19
168, 11, 2018-01-24, 2018-03-29
112, 29, 2019-06-27, 2020-07-12
99, 11, 2017-02-04, 2017-10-17
95, 30, 2020-10-27, 2021-03-13
187, 14, 2015-11-20, 2016-06-28
47, 18, 2018-04-18, 2018-09-30
84, 22, 2018-04-25, 2018-09-29
184, 14, 2016-11-13, 2017-11-02
115, 2, 2023-02-25, 2024-05-16
158, 14, 2018-01-29, 2018-12-23
15, 3, 2022-07-12, 2023-06-04
132, 26, 2023-05-30, 2024-05-12
8, 5, 2021-10-24, 2022-10-07
9, 5, 2015-10-03, 2016-02-01
94, 12, 2019-04-18, 2020-08-17
155, 5, 2022-08-13, 2023-04-01
96, 15, 2015-11-11, 2016-08-31
94, 13, 2018-07-11, 2019-06-09
30, 1, 2023-04-02, 2023-07-07
100, 30, 2021-04-19, 2021-06-19
67, 23, 2020-01-02, 2020-04-21
74, 23, 2020-07-04, 2020-10-15
19, 15, 2016-12-08, 2018-03-14
23, 26, 2022-08-25, 2024-01-03
82, 22, 2018-11-24, NULL
139, 10, 2018-05-13, 2019-07-23
182, 30, 2022-11-08, 2023-10-01
93, 17, 2017-07-07, 2017-09-08
36, 8, 2020-07-16, 2020-07-30
147, 12, 2020-03-29, 2021-05-15
34, 20, 2015-12-20, 2016-01-23
184, 24, 2020-05-14, 2021-02-08
105, 27, 2021-06-12, 2021-07-20
82, 21, 2015-10-31, 2016-06-18
133, 12, 2016-06-09, 2017-09-02
142, 21, 2021-08-04, 2021-11-06
34, 14, 2020-08-21, 2021-12-01
32, 17, 2016-09-18, 2017-02-21
83, 30, 2022-12-15, 2023-04-10
133, 29, 2018-03-09, NULL
51, 21, 2021-03-06, 2021-07-25
78, 20, 2020-12-25, 2021-02-11
44, 19, 2021-07-06, 2021-09-23
160, 24, 2021-10-14, 2022-04-05
145, 2, 2015-04-27, NULL
165, 25, 2021-06-20, 2021-11-03
197, 19, 2019-09-03, 2020-07-16
128, 29, 2022-01-12, 2022-10-19
78, 16, 2017-09-30, 2018-11-17
104, 10, 2020-02-01, 2020-03-10
41, 15, 2019-08-30, 2020-05-04
88, 20, 2016-08-11, 2017-01-19
82, 24, 2018-11-15, 2020-03-29
195, 12, 2020-10-10, 2021-07-25
62, 15, 2016-05-16, 2016-09-30
37, 4, 2015-07-27, 2015-12-23
158, 14, 2017-10-13, 2019-02-18
41, 27, 2018-09-03, 2019-12-26
81, 7, 2016-10-14, 2017-06-27
120, 16, 2018-06-17, NULL
101, 17, 2020-02-16, 2021-06-25
150, 12, 2015-07-19, 2015-08-14
153, 29, 2022-05-03, 2023-04-13
138, 1, 2016-03-16, 2016-10-23
68, 24, 2019-02-07, 2020-03-05
12, 13, 2015-07-29, 2016-05-16
93, 18, 2018-03-28, 2018-05-05
116, 25, 2021-03-02, 2021-07-24
160, 22, 2021-11-07, 2022-01-07
25, 13, 2019-03-09, 2020-04-19
143, 12, 2016-08-13, 2016-11-23
103, 17, 2015-06-14, NULL
183, 11, 2020-04-24, 2021-01-15
156, 29, 2020-10-12, 2020-12-23
157, 11, 2016-10-27, 2017-05-17
190, 27, 2018-05-10, 2019-03-10
131, 18, 2020-06-29, 2021-06-27
122, 27, 2015-03-10, 2015-09-15
29, 14, 2021-07-18, 2021-12-23
186, 28, 2022-09-19, NULL
122, 9, 2022-05-09, 2023-06-14
149, 19, 2017-07-21, NULL
123, 6, 2020-11-17, 2021-10-06
199, 27, 2019-04-07, 2019-06-22
63, 2, 2021-06-03, 2022-10-02
49, 1, 2019-12-12, 2020-05-21
106, 23, 2017-04-15, 2017-11-12
157, 30, 2020-04-15, 2021-07-06
187, 2, 2022-11-30, 2023-02-09
144, 11, 2022-06-05, 2023-02-05
81, 6, 2020-02-26, 2021-06-08
140, 12, 2022-07-31, 2023-08-31
175, 21, 2022-10-10, 2023-02-23
50, 8, 2018-02-16, 2018-11-29
77, 25, 2018-03-29, 2019-03-25
181, 16, 2018-07-22, 2019-03-25
185, 9, 2018-03-24, 2018-05-26
140, 13, 2019-06-05, 2020-07-29
198, 26, 2016-08-22, NULL
183, 3, 2018-11-19, 2020-03-07
66, 24, 2020-05-16, 2020-09-03
138, 9, 2021-04-21, 2022-04-13
28, 20, 2023-04-23, 2024-02-18
13, 22, 2020-12-15, 2021-04-10
14, 4, 2019-08-20, 2020-02-06
26, 22, 2016-07-17, 2016-07-20
41, 14, 2022-04-28, 2023-08-20
122, 16, 2022-04-18, 2022-07-30
74, 11, 2018-03-15, NULL
197, 3, 2022-04-25, 2023-02-13
190, 24, 2015-06-02, 2016-09-12
107, 29, 2016-12-21, 2018-04-14
102, 26, 2020-07-22, 2020-10-26
75, 29, 2015-06-03, 2015-06-08
155, 4, 2018-10-04, 2019-02-27
165, 18, 2020-11-17, 2021-07-28
35, 28, 2020-08-27, 2021-04-24
29, 11, 2016-10-27, 2017-11-06
66, 23, 2017-02-01, 2017-02-09
76, 19, 2022-07-25, 2023-08-17
157, 28, 2022-03-01, 2023-06-04
110, 17, 2018-09-05, 2018-10-20
25, 6, 2016-07-29, 2017-03-31
64, 1, 2017-12-04, 2018-06-19
193, 9, 2018-09-12, 2019-02-14
147, 1, 2017-12-07, 2018-11-07
61, 2, 2022-06-28, 2022-08-28
41, 13, 2022-09-11, 2023-05-27
181, 25, 2018-06-27, 2019-06-16
76, 12, 2021-11-22, 2022-03-16
35, 16, 2016-09-19, 2017-05-10
156, 12, 2019-08-31, 2020-08-25
121, 25, 2021-01-10, 2022-02-25
56, 25, 2017-10-10, 2018-09-24
21, 17, 2020-01-04, 2020-10-01
20, 30, 2021-04-29, NULL
141, 29, 2020-09-01, 2020-12-14
39, 6, 2018-09-05, 2019-11-17
30, 22, 2017-04-21, 2018-04-24
24, 29, 2020-09-21, 2021-05-08
117, 5, 2020-10-03, 2021-05-04
15, 18, 2020-03-08, 2021-02-16
186, 1, 2019-06-10, 2019-10-19
191, 7, 2021-06-26, NULL
89, 23, 2015-09-19, 2016-06-23
18, 30, 2020-04-17, 2020-05-04
47, 25, 2016-07-08, 2017-08-05
187, 21, 2019-09-18, 2020-03-28
98, 15, 2019-03-27, 2019-10-06
170, 28, 2021-01-17, 2021-03-27
90, 4, 2017-01-01, 2017-10-04
33, 24, 2017-07-01, NULL
6, 10, 2020-03-11, 2021-02-19
109, 18, 2019-04-03, 2020-05-29
118, 12, 2016-09-27, 2017-02-16
186, 25, 2016-04-07, 2016-04-24
108, 20, 2015-03-06, 2015-07-08
26, 20, 2015-05-18, 2016-01-02
181, 28, 2015-07-19, 2015-11-22
103, 15, 2017-08-17, 2018-05-21
199, 2, 2016-07-27, 2017-04-11
60, 27, 2023-03-16, 2024-01-05
154, 25, 2022-07-17, 2023-09-10
78, 29, 2016-08-09, 2017-07-14
106, 10, 2018-02-01, 2018-03-05
152, 29, 2023-03-31, 2024-07-10
174, 14, 2021-03-26, NULL
89, 21, 2022-07-12, 2023-01-24
82, 23, 2019-09-02, 2020-03-30
97, 6, 2021-01-12, 2021-09-12
58, 10, 2022-12-08, 2023-02-20
15, 18, 2019-08-18, 2020-12-26
136, 5, 2019-05-10, 2019-09-12
85, 21, 2015-11-20, 2017-03-07
95, 3, 2021-01-02, 2022-01-08
14, 9, 2019-03-25, 2020-03-04
11, 28, 2015-10-26, 2016-01-31
151, 24, 2022-07-13, 2023-04-26
54, 28, 2018-09-25, 2019-02-28
4, 7, 2017-02-17, 2018-06-25
192, 25, 2020-05-15, 2021-08-27
155, 23, 2017-04-17, 2017-11-07
142, 11, 2018-03-05, 2018-09-16
167, 12, 2018-06-17, 2018-10-29
128, 15, 2016-02-08, 2017-03-26
121, 25, 2018-08-04, 2019-11-16
81, 14, 2015-07-07, 2016-04-21
190, 5, 2015-03-08, 2015-07-20
150, 19, 2023-01-28, 2023-08-30
51, 11, 2017-07-31, 2018-02-11
63, 16, 2021-03-05, 2022-02-04
87, 9, 2020-06-24, 2021-11-01
190, 16, 2020-03-02, 2020-05-28
91, 6, 2016-07-27, 2017-07-31
48, 30, 2021-01-29, 2021-12-24
135, 2, 2015-11-01, 2017-02-27
13, 25, 2015-01-27, 2015-08-27
162, 8, 2015-10-06, 2016-10-03
56, 17, 2020-02-11, NULL
164, 22, 2021-11-30, 2023-03-13
125, 1, 2015-01-28, 2015-10-28
4, 1, 2020-12-08, 2021-12-13
74, 1, 2020-08-19, 2021-10-10
111, 26, 2017-01-04, 2017-02-28
135, 5, 2017-09-14, 2017-12-22
65, 27, 2018-12-22, 2019-05-08
21, 12, 2019-07-22, 2020-03-14
179, 8, 2018-05-13, 2019-04-29
21, 21, 2022-04-15, NULL
104, 13, 2019-03-25, 2020-01-02
164, 1, 2022-11-18, 2023-02-14
112, 21, 2018-09-18, 2019-07-05
25, 29, 2020-12-03, NULL
55, 29, 2022-10-06, 2024-01-04
70, 2, 2015-11-01, 2016-10-17
140, 19, 2022-05-19, 2022-06-05
81, 1, 2017-04-28, 2018-02-23
183, 27, 2019-06-20, NULL
42, 19, 2017-09-11, 2018-06-29
100, 22, 2021-01-23, 2021-07-12
190, 5, 2022-09-24, NULL
191, 12, 2015-08-08, 2015-09-28
20, 11, 2021-10-14, 2022-11-12
153, 13, 2018-08-29, 2018-09-14
116, 16, 2017-07-23, 2018-01-22
97, 14, 2017-01-30, 2018-01-14
98, 3, 2021-12-08, 2022-05-09
183, 3, 2015-12-03, 2016-04-19
183, 26, 2022-02-09, 2022-04-29
82, 12, 2016-03-12, NULL
79, 15, 2019-01-14, 2020-02-08
34, 3, 2017-02-06, 2017-09-15
143, 17, 2019-07-30, NULL
91, 18, 2016-01-17, 2016-11-18
84, 28, 2019-04-27, 2019-05-04
100, 25, 2015-12-13, 2016-12-19
63, 19, 2020-11-04, 2021-01-30
44, 5, 2018-01-06, 2018-06-10
38, 3, 2016-11-15, 2017-06-26
